gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSMUSG00000035279	8.830493	-0.0006173493	0.025427128	0.327987	0.9984822
ENSMUSG00000035283	81.11248	-3.640716e-05	0.012466015	0.9482431	0.9984822
ENSMUSG00000035284	1207.924	-0.00130701	0.015876816	0.1347013	0.9805731
ENSMUSG00000035285	219.6749	-0.0001531622	0.01175337	0.7894738	0.9984822
ENSMUSG00000035293	191.501	-1.759027e-05	0.009183201	0.9749767	0.9994695
ENSMUSG00000035295	5.221022	0.0005081366	0.032516053	0.4985068	0.9984822
ENSMUSG00000035296	0.4369444	-0.001149796	0.083382732	0.5620403	NA
ENSMUSG00000035297	386.6127	0.0001818181	0.009412473	0.7499577	0.9984822
ENSMUSG00000035298	11.78221	0.0001036699	0.017119641	0.83684	0.9984822
ENSMUSG00000035299	101.5977	-0.0004038142	0.017572617	0.4633527	0.9984822
ENSMUSG00000035305	32.30042	0.0007292374	0.018398038	0.2566182	0.9984822
ENSMUSG00000035310	156.8406	-0.001363868	0.017914323	0.1271138	0.9805731
ENSMUSG00000035311	546.8534	0.0002225404	0.009477182	0.698782	0.9984822
ENSMUSG00000035314	214.8226	-6.681667e-05	0.011707995	0.9063417	0.9984822
ENSMUSG00000035325	583.0595	-0.0004682908	0.009443912	0.4483384	0.9984822
ENSMUSG00000035329	302.2745	-0.0005938845	0.012200818	0.3647716	0.9984822
ENSMUSG00000035337	4.158286	-0.03170023	0.355884642	0.01100937	0.5856149
ENSMUSG00000035342	172.1792	0.0005364641	0.012330334	0.4031186	0.9984822
ENSMUSG00000035349	0.4245255	2.675749e-05	0.079852207	0.9890746	NA
ENSMUSG00000035351	23.31577	-0.0002004318	0.015912126	0.7006685	0.9984822
ENSMUSG00000035352	2.48525	-0.0003016132	0.031756088	0.6897926	0.9984822
ENSMUSG00000035354	243.9378	0.0001478095	0.009202911	0.7942629	0.9984822
ENSMUSG00000035355	99.19304	0.000252611	0.015258307	0.6397028	0.9984822
ENSMUSG00000035356	40.59214	-0.0005462959	0.018827262	0.3485882	0.9984822
ENSMUSG00000035357	64.18119	-0.006562237	0.094492611	0.01595178	0.6592397
ENSMUSG00000035364	2.113534	0.001225014	0.053544425	0.2996014	0.9984822
ENSMUSG00000035365	10.38254	0.0005027566	0.023368911	0.396982	0.9984822
ENSMUSG00000035367	93.79256	-0.0003337525	0.01294883	0.5734594	0.9984822
ENSMUSG00000035370	46.64331	-0.000818336	0.019765331	0.2171736	0.9928893
ENSMUSG00000035372	53.19476	-8.803833e-05	0.013846461	0.8708858	0.9984822
ENSMUSG00000035373	0.1513365	-0.001750389	0.116486975	0.4955491	NA
ENSMUSG00000035376	141.3762	1.353181e-05	0.011558529	0.9809655	0.9994695
ENSMUSG00000035378	30.63356	0.00064188	0.016801373	0.3085657	0.9984822
ENSMUSG00000035382	159.1779	-0.0001091705	0.011604902	0.8482837	0.9984822
ENSMUSG00000035383	2.605589	-0.00232363	0.082805809	0.2080359	0.9893112
ENSMUSG00000035385	0.8236034	-0.002711338	0.107116728	0.2643094	NA
ENSMUSG00000035390	942.8852	-0.001158139	0.016488852	0.1609563	0.9805731
ENSMUSG00000035392	387.7465	9.780442e-06	0.010900401	0.9862582	0.9994695
ENSMUSG00000035394	2.192521	0.002281022	0.077136844	0.180691	0.9833355
ENSMUSG00000035397	357.3499	0.0005551471	0.012346367	0.390272	0.9984822
ENSMUSG00000035399	98.12809	0.0002447	0.011996428	0.6750467	0.9984822
ENSMUSG00000035401	267.7411	0.0001892283	0.009671984	0.74093	0.9984822
ENSMUSG00000035403	25.26514	-0.001095357	0.022439665	0.1416816	0.9805731
ENSMUSG00000035407	25.90992	0.0002174029	0.01742405	0.672952	0.9984822
ENSMUSG00000035413	62.19765	0.0008753314	0.017607431	0.2156701	0.9921039
ENSMUSG00000035429	8.724058	-0.001190039	0.04071217	0.1901769	0.98382
ENSMUSG00000035431	31.15445	-0.004630108	0.062453198	0.01626348	0.6605257
ENSMUSG00000035435	7.730006	-0.002540068	0.06323746	0.07859812	0.9610885
ENSMUSG00000035437	985.1708	0.0004960333	0.008139969	0.4409166	0.9984822
ENSMUSG00000035439	33.75854	-8.802196e-05	0.014184389	0.8693704	0.9984822
ENSMUSG00000035441	170.9633	4.387926e-05	0.011106577	0.938477	0.9984822
ENSMUSG00000035443	126.1259	-0.001063451	0.018253921	0.1693036	0.9805731
ENSMUSG00000035448	0.02933238	0	0.099713571	1	NA
ENSMUSG00000035451	1.466435	-0.003842109	0.132599061	0.1965412	NA
ENSMUSG00000035455	7.780044	0.0008920582	0.02679175	0.1993582	0.9875176
ENSMUSG00000035456	11.27342	-0.05039388	0.367771946	0.003452419	0.3498312
ENSMUSG00000035458	1.934052	0.001227389	0.054192745	0.3053855	0.9984822
ENSMUSG00000035459	1.913253	-5.450238e-05	0.03006204	0.9406625	0.9984822
ENSMUSG00000035469	456.2103	0.0008900044	0.015782179	0.2262145	0.9958012
ENSMUSG00000035472	4.349409	0.0006301532	0.032116092	0.3910773	0.9984822
ENSMUSG00000035473	6.008093	0.0007192241	0.030714516	0.3124726	0.9984822
ENSMUSG00000035476	208.9964	-0.0004457323	0.010078815	0.4675537	0.9984822
ENSMUSG00000035478	216.5232	-0.002350356	0.025391356	0.05335709	0.8887477
ENSMUSG00000035486	116.9358	-0.0007480558	0.017447472	0.2572585	0.9984822
ENSMUSG00000035493	24.64521	0.0003821271	0.016482571	0.4901099	0.9984822
ENSMUSG00000035495	124.0942	0.00275101	0.02662174	0.04346936	0.8542043
ENSMUSG00000035498	2.400178	-0.0003061003	0.034617759	0.711138	0.9984822
ENSMUSG00000035504	30.11591	-0.0002049649	0.014385744	0.7073002	0.9984822
ENSMUSG00000035505	70.19088	-0.0003274485	0.013341818	0.577042	0.9984822
ENSMUSG00000035506	11.60772	0.0007752789	0.029245441	0.2661624	0.9984822
ENSMUSG00000035509	79.40302	-3.242747e-05	0.013547164	0.9525025	0.9984822
ENSMUSG00000035513	36.77669	-0.00105644	0.029945502	0.1622525	0.9805731
ENSMUSG00000035517	432.5825	0.0001618222	0.008728248	0.7757337	0.9984822
ENSMUSG00000035521	347.3676	0.0004187294	0.010279368	0.4917549	0.9984822
ENSMUSG00000035528	10.39201	0.0003337542	0.023120852	0.5622152	0.9984822
ENSMUSG00000035529	224.786	0.0004086807	0.010814845	0.502663	0.9984822
ENSMUSG00000035530	958.2594	-0.001045361	0.018782749	0.1684689	0.9805731
ENSMUSG00000035539	3.801728	0.0003080678	0.031839959	0.6840364	0.9984822
ENSMUSG00000035540	1.655868	0.0002030567	0.040862821	0.8391424	NA
ENSMUSG00000035545	980.0388	-7.443094e-05	0.012144063	0.8952787	0.9984822
ENSMUSG00000035547	180.5166	0.0002901249	0.010478017	0.6220103	0.9984822
ENSMUSG00000035551	14.03554	0.02064668	0.207893582	0.006765327	0.4818994
ENSMUSG00000035557	0.1668733	-0.0003480521	0.100537035	0.8803288	NA
ENSMUSG00000035559	34.76387	0.0004676877	0.015588321	0.4280275	0.9984822
ENSMUSG00000035560	0.1904578	0	0.099713571	1	NA
ENSMUSG00000035561	87.32059	0.0005251242	0.014407997	0.4015384	0.9984822
ENSMUSG00000035566	1290.199	8.823865e-05	0.009722252	0.8759508	0.9984822
ENSMUSG00000035569	1338.872	-0.001551217	0.018997663	0.1052354	0.9805731
ENSMUSG00000035572	231.9679	-0.0003899485	0.010109464	0.5177869	0.9984822
ENSMUSG00000035575	246.7868	0.001606875	0.017188583	0.09864883	0.9805731
ENSMUSG00000035576	43.25047	-0.001155576	0.027429232	0.1314804	0.9805731
ENSMUSG00000035578	21.02003	0.0008356288	0.021924513	0.2069319	0.9893112
ENSMUSG00000035580	8.827413	0.0009780595	0.035068288	0.2216898	0.9934628
ENSMUSG00000035582	0.1740924	0	0.099713571	1	NA
ENSMUSG00000035585	226.4976	0.0003149251	0.011562268	0.5969062	0.9984822
ENSMUSG00000035592	0.07853339	-2.618168e-06	0.099673716	0.9990912	NA
ENSMUSG00000035594	5.274444	-0.01669398	0.220657495	0.01596204	0.6592397
ENSMUSG00000035595	10.20547	-0.0002284127	0.019315864	0.6626403	0.9984822
ENSMUSG00000035596	749.4806	-0.000283436	0.009749437	0.6274661	0.9984822
ENSMUSG00000035597	337.0108	-0.001342863	0.017775477	0.1300356	0.9805731
ENSMUSG00000035601	77.81801	8.717567e-05	0.011680802	0.8782377	0.9984822
ENSMUSG00000035606	23.47902	-0.0001194709	0.014983137	0.8194998	0.9984822
ENSMUSG00000035614	826.9147	-6.912306e-06	0.007937712	0.9903164	0.9996816
ENSMUSG00000035615	64.28571	-0.001426521	0.026750993	0.09251901	0.9805731
ENSMUSG00000035620	852.9565	0.0003877561	0.010776173	0.5220405	0.9984822
ENSMUSG00000035621	122.3542	-0.005372603	0.046572951	0.01188063	0.6078151
ENSMUSG00000035623	897.7795	-0.0003142167	0.008436643	0.5960441	0.9984822
ENSMUSG00000035629	741.4855	-7.405645e-05	0.00849433	0.89531	0.9984822
ENSMUSG00000035632	111.815	-8.648937e-05	0.012885169	0.876782	0.9984822
ENSMUSG00000035637	90.6949	1.875677e-05	0.011122992	0.9736584	0.9994695
ENSMUSG00000035640	954.4134	-0.0005057814	0.01325331	0.4233991	0.9984822
ENSMUSG00000035642	72.27974	0.0005478036	0.013508931	0.3932414	0.9984822
ENSMUSG00000035649	531.4377	0.0004263897	0.011337517	0.4883104	0.9984822
ENSMUSG00000035653	636.9953	-0.0003039027	0.009309031	0.6039775	0.9984822
ENSMUSG00000035666	481.349	-0.0001458809	0.007527377	0.806725	0.9984822
ENSMUSG00000035671	133.3407	-0.0002265524	0.010917728	0.6970251	0.9984822
ENSMUSG00000035673	67.82676	-2.482766e-05	0.012350771	0.9647531	0.9984822
ENSMUSG00000035674	263.5871	0.0001045528	0.010662434	0.8545538	0.9984822
ENSMUSG00000035678	2.531889	-0.0004075279	0.032867954	0.5967251	0.9984822
ENSMUSG00000035681	292.8984	-0.007682202	0.079666178	0.007340874	0.4908763
ENSMUSG00000035683	12.25826	-0.0004849507	0.025315128	0.4309797	0.9984822
ENSMUSG00000035686	28.84212	-0.001702062	0.033011278	0.07161485	0.9482147
ENSMUSG00000035692	3.009138	-3.264678e-05	0.028993841	0.9631594	0.9984822
ENSMUSG00000035694	1.651281	-0.001485029	0.0638354	0.2961344	NA
ENSMUSG00000035696	304.8388	0.0003601993	0.012018447	0.550474	0.9984822
ENSMUSG00000035697	33.48323	0.0001291229	0.013381347	0.8155975	0.9984822
ENSMUSG00000035699	0.3950493	-0.001449703	0.111818208	0.5606426	NA
ENSMUSG00000035704	30.94618	-0.0001199825	0.014116058	0.8239664	0.9984822
ENSMUSG00000035711	17.80066	-0.0006120279	0.020374022	0.306662	0.9984822
ENSMUSG00000035713	135.5753	-0.0003638255	0.011640552	0.5469946	0.9984822
ENSMUSG00000035722	74.31584	-0.00103738	0.01757948	0.1790923	0.9821619
ENSMUSG00000035725	123.6781	-0.0006080257	0.015460647	0.3407392	0.9984822
ENSMUSG00000035726	661.2535	0.0007233764	0.011791696	0.2916024	0.9984822
ENSMUSG00000035735	304.2911	-0.0009547609	0.017172917	0.199698	0.9879334
ENSMUSG00000035745	0.855346	0.001815224	0.076278654	0.2909752	NA
ENSMUSG00000035754	309.0307	2.894593e-06	0.009342526	0.9958855	0.9998688
ENSMUSG00000035757	159.7026	0.0003582066	0.010726258	0.5506885	0.9984822
ENSMUSG00000035759	56.23823	-2.171846e-05	0.01212781	0.9692757	0.9990531
ENSMUSG00000035762	184.806	-0.001154142	0.016818526	0.1610613	0.9805731
ENSMUSG00000035764	318.2878	-0.01210758	0.061983454	0.004783669	0.4072576
ENSMUSG00000035765	295.6745	-0.0002016572	0.010118956	0.7261882	0.9984822
ENSMUSG00000035769	18.04204	0.001027352	0.025786575	0.1560847	0.9805731
ENSMUSG00000035770	1910.547	-0.0002664923	0.008560379	0.6474291	0.9984822
ENSMUSG00000035772	153.1238	-0.0005378356	0.012913146	0.4018974	0.9984822
ENSMUSG00000035773	29.58524	7.026476e-06	0.013587747	0.9896803	0.9996816
ENSMUSG00000035775	1.167691	0.0003924776	0.060191469	0.7924189	NA
ENSMUSG00000035776	524.8709	0.001075909	0.013489444	0.1744088	0.9805731
ENSMUSG00000035778	38.15236	-0.000129364	0.014748943	0.8066826	0.9984822
ENSMUSG00000035781	570.8074	-7.626657e-05	0.010443407	0.893229	0.9984822
ENSMUSG00000035783	37.11637	0.003568445	0.052317182	0.0231994	0.7147812
ENSMUSG00000035790	282.2813	-0.0002929101	0.010779099	0.6197003	0.9984822
ENSMUSG00000035798	1037.366	0.0003742172	0.008402683	0.5367805	0.9984822
ENSMUSG00000035799	0.7542619	-0.0008013624	0.070449791	0.6390351	NA
ENSMUSG00000035805	796.4805	0.001184438	0.015411473	0.1555859	0.9805731
ENSMUSG00000035818	2.659048	0.0004879309	0.035072882	0.5486609	0.9984822
ENSMUSG00000035824	228.2853	-0.002236567	0.024101538	0.05902282	0.9045668
ENSMUSG00000035828	221.6282	0.0004041993	0.010876704	0.5069783	0.9984822
ENSMUSG00000035829	117.4231	-0.001386631	0.022198058	0.1054813	0.9805731
ENSMUSG00000035831	1.300325	-0.00243239	0.09133166	0.237622	NA
ENSMUSG00000035834	50.24344	0.001043502	0.019785712	0.1617911	0.9805731
ENSMUSG00000035835	452.0685	-0.0001118582	0.010826262	0.8447449	0.9984822
ENSMUSG00000035840	118.5375	-0.0005934634	0.01353616	0.3644481	0.9984822
ENSMUSG00000035842	21.6698	0.000384036	0.019374317	0.4812946	0.9984822
ENSMUSG00000035845	55.18276	0.0008626702	0.017299291	0.2219669	0.9934628
ENSMUSG00000035847	2674.175	-0.0006461317	0.013394205	0.3346907	0.9984822
ENSMUSG00000035849	178.3257	-0.0003142178	0.012793138	0.594526	0.9984822
ENSMUSG00000035851	627.0101	-0.001351939	0.013476678	0.1210221	0.9805731
ENSMUSG00000035852	1.023097	-0.0002559567	0.051085974	0.8398345	NA
ENSMUSG00000035860	5.519209	0.00153694	0.048363731	0.1502278	0.9805731
ENSMUSG00000035861	0.1606569	0.0004982145	0.100498507	0.8293934	NA
ENSMUSG00000035863	693.7849	0.0005577197	0.011174713	0.3853558	0.9984822
ENSMUSG00000035864	6702.494	-0.002337529	0.020976831	0.05585187	0.8985783
ENSMUSG00000035868	44.31199	9.064692e-05	0.013276674	0.8695759	0.9984822
ENSMUSG00000035873	6.460928	-3.871763e-05	0.018859584	0.9394478	0.9984822
ENSMUSG00000035875	2.083419	-1.799016e-05	0.034524511	0.9830022	0.9994695
ENSMUSG00000035877	717.0604	-0.00104829	0.012549558	0.1782954	0.9809505
ENSMUSG00000035878	24.51809	0.0001344139	0.01484446	0.7988864	0.9984822
ENSMUSG00000035885	1074.01	-0.000513676	0.012204725	0.419375	0.9984822
ENSMUSG00000035890	134.9018	-0.0001576319	0.010845338	0.7838395	0.9984822
ENSMUSG00000035891	343.2603	-0.001066624	0.016330778	0.1795873	0.9828479
ENSMUSG00000035896	0.3076667	-0.0003480521	0.100537035	0.8803288	NA
ENSMUSG00000035898	336.9027	-0.0002859275	0.009666221	0.6244594	0.9984822
ENSMUSG00000035900	320.7912	0.0001420458	0.008350576	0.8028317	0.9984822
ENSMUSG00000035901	2547.33	0.0003158988	0.008472372	0.5939464	0.9984822
ENSMUSG00000035910	67.78555	-0.000561162	0.014209721	0.3801823	0.9984822
ENSMUSG00000035914	49.86612	0.000318908	0.013008457	0.5883133	0.9984822
ENSMUSG00000035916	1.432279	0.0002568687	0.048146983	0.8289324	NA
ENSMUSG00000035919	425.387	0.0005383242	0.012507231	0.401902	0.9984822
ENSMUSG00000035929	11.76287	0.0004219298	0.018814215	0.4446016	0.9984822
ENSMUSG00000035930	1.657252	-0.0004581476	0.042438216	0.650267	NA
ENSMUSG00000035932	0.04285678	-0.0003480521	0.100537035	0.8803288	NA
ENSMUSG00000035933	324.8853	-0.0009313011	0.012689905	0.2122781	0.9917004
ENSMUSG00000035934	215.7649	-0.0002236508	0.011300746	0.7008482	0.9984822
ENSMUSG00000035936	974.603	0.0003883388	0.010095783	0.5192732	0.9984822
ENSMUSG00000035941	372.7268	0.0003210256	0.009568935	0.5858114	0.9984822
ENSMUSG00000035944	61.90377	0.0001350813	0.012214747	0.8124016	0.9984822
ENSMUSG00000035946	1.952242	-5.413165e-05	0.038502205	0.9543927	0.9984822
ENSMUSG00000035948	7.760162	0.0009278088	0.037655857	0.2691763	0.9984822
ENSMUSG00000035949	387.9053	0.0001518173	0.008164585	0.7909462	0.9984822
ENSMUSG00000035951	0.05630951	-0.0003480521	0.100537035	0.8803288	NA
ENSMUSG00000035953	314.3087	-0.001548283	0.018531678	0.1059034	0.9805731
ENSMUSG00000035954	1339.64	-0.0003688444	0.010901514	0.5406765	0.9984822
ENSMUSG00000035958	89.85284	-0.00132202	0.018804426	0.12945	0.9805731
ENSMUSG00000035960	190.3524	0.001127427	0.017034773	0.1652438	0.9805731
ENSMUSG00000035963	1.512224	0.0001638173	0.038520315	0.8619098	NA
ENSMUSG00000035964	715.3433	-0.0007292275	0.013181709	0.2926447	0.9984822
ENSMUSG00000035967	633.0242	-0.0006496161	0.011312373	0.3286045	0.9984822
ENSMUSG00000035969	546.836	-0.000799751	0.012817832	0.2607296	0.9984822
ENSMUSG00000035983	5.160573	0.0006090301	0.034080487	0.4329223	0.9984822
ENSMUSG00000035984	39.47114	6.990721e-05	0.013704837	0.8975819	0.9984822
ENSMUSG00000035992	876.5095	-0.0001733554	0.008794194	0.7606123	0.9984822
ENSMUSG00000036002	120.6048	0.0005198418	0.011980083	0.4145493	0.9984822
ENSMUSG00000036006	1126.192	0.0003796685	0.009090028	0.5267355	0.9984822
ENSMUSG00000036009	53.99779	0.001746968	0.023892648	0.07603556	0.958774
ENSMUSG00000036019	167.7307	-0.0001971776	0.011098583	0.7334097	0.9984822
ENSMUSG00000036022	33.21333	0.0001582338	0.015593245	0.7605009	0.9984822
ENSMUSG00000036023	86.0041	-0.000581678	0.014677437	0.363697	0.9984822
ENSMUSG00000036026	447.0829	3.050855e-05	0.00893146	0.9565822	0.9984822
ENSMUSG00000036027	0.2199919	-0.001449703	0.111818213	0.5606425	NA
ENSMUSG00000036030	44.15658	0.0006056201	0.016174855	0.3337775	0.9984822
ENSMUSG00000036036	23.57627	-0.0005425009	0.02268097	0.3606154	0.9984822
ENSMUSG00000036040	17.53678	-0.0005449046	0.018803598	0.3495615	0.9984822
ENSMUSG00000036045	0.2176155	0	0.099713571	1	NA
ENSMUSG00000036046	1246.639	8.755389e-05	0.008692237	0.8763184	0.9984822
ENSMUSG00000036052	346.153	-0.001045351	0.015968789	0.1851828	0.9833355
ENSMUSG00000036053	366.3907	-8.840881e-05	0.010315139	0.8763589	0.9984822
ENSMUSG00000036054	848.4897	0.00064893	0.00960092	0.3271555	0.9984822
ENSMUSG00000036057	215.516	-0.0004619277	0.016412786	0.4231129	0.9984822
ENSMUSG00000036061	132.6417	-3.910279e-05	0.012407584	0.9444873	0.9984822
ENSMUSG00000036062	2185.194	-0.0009538799	0.010679516	0.2011181	0.9893112
ENSMUSG00000036067	65.47448	-0.002222189	0.029364051	0.04738892	0.8580276
ENSMUSG00000036073	126.8707	-0.00064841	0.012668334	0.3333345	0.9984822
ENSMUSG00000036078	76.33422	-0.000548411	0.014487299	0.385684	0.9984822
ENSMUSG00000036086	67.15078	0.0001558935	0.012456372	0.7841203	0.9984822
ENSMUSG00000036087	275.7398	0.001311889	0.01618528	0.1344549	0.9805731
ENSMUSG00000036091	2.38732	-0.0009360946	0.044174793	0.3390553	0.9984822
ENSMUSG00000036093	688.7759	-0.0002656517	0.010029623	0.6485817	0.9984822
ENSMUSG00000036095	3472.824	0.0001679003	0.010594387	0.7701924	0.9984822
ENSMUSG00000036097	731.3325	0.0001944995	0.009097614	0.7333877	0.9984822
ENSMUSG00000036098	301.4853	1.107284e-05	0.016097955	0.9824586	0.9994695
ENSMUSG00000036099	952.4667	-2.85459e-05	0.008982439	0.9593754	0.9984822
ENSMUSG00000036103	50.78198	-0.0002600475	0.014697443	0.6366922	0.9984822
ENSMUSG00000036104	851.5117	0.0002098407	0.007572305	0.7277551	0.9984822
ENSMUSG00000036106	15.60617	-0.0002548602	0.017274411	0.6247489	0.9984822
ENSMUSG00000036109	3.18465	-0.0004341862	0.03509245	0.5971255	0.9984822
ENSMUSG00000036110	0.1880559	-0.001265559	0.109235818	0.6053751	NA
ENSMUSG00000036111	44.01396	0.000217922	0.013296754	0.7006273	0.9984822
ENSMUSG00000036112	430.5447	-0.0001024923	0.008393823	0.8561131	0.9984822
ENSMUSG00000036114	56.32817	0.0004781288	0.014344299	0.4351453	0.9984822
ENSMUSG00000036117	0.2311941	8.365378e-05	0.098462088	0.9707432	NA
ENSMUSG00000036120	62.04038	-0.001238765	0.019284294	0.136577	0.9805731
ENSMUSG00000036123	0.7244846	0.0005480118	0.059903728	0.7089602	NA
ENSMUSG00000036131	8.526362	0.002699044	0.059176734	0.05684963	0.9012093
ENSMUSG00000036136	0.3046617	0	0.099713571	1	NA
ENSMUSG00000036138	320.9703	0.002143078	0.022105355	0.0649546	0.9312891
ENSMUSG00000036139	0.1750573	0	0.099713571	1	NA
ENSMUSG00000036144	1.649512	0.0005450139	0.048708236	0.6405269	NA
ENSMUSG00000036151	3.2103	0.001295794	0.05065688	0.2409481	0.9984822
ENSMUSG00000036155	729.3007	-0.008108051	0.046808741	0.009176031	0.5495221
ENSMUSG00000036158	318.8686	-3.520135e-07	0.009099042	0.9994988	0.9999412
ENSMUSG00000036160	109.2475	-0.0002784319	0.012177753	0.6359003	0.9984822
ENSMUSG00000036162	1.669846	-0.005818129	0.171099424	0.1275168	NA
ENSMUSG00000036167	240.1101	0.0005094675	0.011951669	0.4221526	0.9984822
ENSMUSG00000036168	0.2298699	-0.0008583504	0.10389881	0.716651	NA
ENSMUSG00000036169	3.4501	-0.02221206	0.284859079	0.01554787	0.6592397
ENSMUSG00000036180	137.84	-0.002156442	0.024106773	0.06132909	0.9115688
ENSMUSG00000036181	340.1914	0.0007142277	0.014168638	0.2987104	0.9984822
ENSMUSG00000036185	1.43355	0.003437268	0.1100748	0.1684459	NA
ENSMUSG00000036186	240.3911	-0.001148855	0.015951219	0.1631063	0.9805731
ENSMUSG00000036188	335.2103	0.0007892459	0.012530187	0.2642283	0.9984822
ENSMUSG00000036192	294.1982	-0.000803589	0.01600521	0.2519037	0.9984822
ENSMUSG00000036196	10.82546	3.921848e-05	0.020670149	0.9413367	0.9984822
ENSMUSG00000036197	138.3737	-0.0006107076	0.013646506	0.3539023	0.9984822
ENSMUSG00000036198	83.34673	-0.0001956436	0.014963239	0.7141217	0.9984822
ENSMUSG00000036199	434.585	0.004836553	0.037368994	0.01806983	0.675198
ENSMUSG00000036202	524.3527	7.777509e-05	0.009458468	0.8902193	0.9984822
ENSMUSG00000036206	121.4093	-0.0005875519	0.014123718	0.3648671	0.9984822
ENSMUSG00000036208	50.82725	-0.0001682817	0.0130555	0.7651051	0.9984822
ENSMUSG00000036211	0.2372547	-0.001600554	0.114099006	0.5267847	NA
ENSMUSG00000036214	14.63835	-0.0001964322	0.016959262	0.7018993	0.9984822
ENSMUSG00000036216	0.3285422	-0.001449703	0.111818213	0.5606425	NA
ENSMUSG00000036218	59.15414	-0.0005823574	0.016891431	0.338757	0.9984822
ENSMUSG00000036223	0.5065303	-0.00106555	0.080312352	0.5788531	NA
ENSMUSG00000036225	413.9491	-7.196284e-05	0.011493982	0.8993446	0.9984822
ENSMUSG00000036241	340.3349	-0.0001231644	0.009081601	0.8273356	0.9984822
ENSMUSG00000036242	158.4171	-6.663787e-05	0.011480541	0.9067265	0.9984822
ENSMUSG00000036246	31.90229	-0.001221566	0.022369102	0.1225686	0.9805731
ENSMUSG00000036249	82.96297	0.001214704	0.018588066	0.1438888	0.9805731
ENSMUSG00000036251	0.6916096	-0.000195726	0.065411306	0.9045006	NA
ENSMUSG00000036256	69.18852	0.0002280831	0.012036935	0.6947011	0.9984822
ENSMUSG00000036257	884.7029	-0.0002056718	0.008862422	0.719357	0.9984822
ENSMUSG00000036264	233.1754	-0.000123765	0.012694278	0.826077	0.9984822
ENSMUSG00000036270	491.7586	0.0007609762	0.01146541	0.2729317	0.9984822
ENSMUSG00000036273	1362.665	-7.632991e-05	0.010121927	0.8928745	0.9984822
ENSMUSG00000036275	416.1611	0.0007311196	0.011514381	0.2869059	0.9984822
ENSMUSG00000036278	16.64679	0.0005559472	0.018241455	0.344537	0.9984822
ENSMUSG00000036281	250.4234	-0.0002683249	0.010465024	0.6467014	0.9984822
ENSMUSG00000036282	473.6079	-0.0001151165	0.00881168	0.8382657	0.9984822
ENSMUSG00000036285	94.07286	0.000149228	0.011457233	0.7949328	0.9984822
ENSMUSG00000036291	177.619	0.0005445834	0.011899321	0.396726	0.9984822
ENSMUSG00000036292	16.53617	-0.0006103447	0.021237118	0.3088623	0.9984822
ENSMUSG00000036295	841.9754	-9.021384e-05	0.01073884	0.8742001	0.9984822
ENSMUSG00000036298	2201.61	0.0002009447	0.0095585	0.7258311	0.9984822
ENSMUSG00000036299	357.224	-0.0002491862	0.010588654	0.6693349	0.9984822
ENSMUSG00000036304	48.55776	-0.0004457959	0.01470905	0.4556659	0.9984822
ENSMUSG00000036305	9.559794	1.266014e-05	0.017375837	0.9798071	0.9994695
ENSMUSG00000036306	1155.8	-7.870252e-05	0.009638157	0.8890986	0.9984822
ENSMUSG00000036309	1863.67	0.0001629441	0.009122095	0.7741768	0.9984822
ENSMUSG00000036315	62.34627	-0.001054398	0.019074462	0.164699	0.9805731
ENSMUSG00000036323	663.0067	0.0001060945	0.00813303	0.8521293	0.9984822
ENSMUSG00000036327	279.1556	0.0004049024	0.009831435	0.5031323	0.9984822
ENSMUSG00000036330	0.4061115	-0.001501204	0.104208042	0.5280548	NA
ENSMUSG00000036333	3365.631	0.0002800427	0.007658519	0.6467061	0.9984822
ENSMUSG00000036334	62.60318	-0.0008829396	0.021191173	0.1929266	0.9852527
ENSMUSG00000036339	234.4563	0.001529058	0.01866493	0.1077241	0.9805731
ENSMUSG00000036352	227.0821	0.0002807229	0.0104792	0.6325822	0.9984822
ENSMUSG00000036353	243.1047	-0.0005958962	0.012584594	0.3641273	0.9984822
ENSMUSG00000036356	211.9945	-0.0003985858	0.011639647	0.5139421	0.9984822
ENSMUSG00000036357	331.2539	0.0002825292	0.014901884	0.6086403	0.9984822
ENSMUSG00000036362	79.76225	0.0001163079	0.01288958	0.8354788	0.9984822
ENSMUSG00000036368	51.18456	0.002805925	0.036991321	0.0307118	0.7663157
ENSMUSG00000036371	1377.406	-4.390907e-05	0.009110532	0.9376153	0.9984822
ENSMUSG00000036372	99.63836	-6.910501e-05	0.012794251	0.9014484	0.9984822
ENSMUSG00000036376	83.82186	-0.0004104241	0.013377252	0.4983614	0.9984822
ENSMUSG00000036377	229.5752	-8.131777e-05	0.013254568	0.882839	0.9984822
ENSMUSG00000036381	19.59147	-0.012191	0.148753941	0.01052865	0.5768301
ENSMUSG00000036390	11.38703	0.000132692	0.017271242	0.7929832	0.9984822
ENSMUSG00000036391	221.7177	-0.0002028572	0.012749313	0.7227446	0.9984822
ENSMUSG00000036395	5.936804	-0.0004131407	0.027927494	0.5313188	0.9984822
ENSMUSG00000036398	235.0616	0.0001945709	0.011426694	0.7367132	0.9984822
ENSMUSG00000036402	348.5292	0.0009170592	0.012741481	0.2170809	0.9928893
ENSMUSG00000036403	142.3941	0.0005032893	0.012098364	0.4269906	0.9984822
ENSMUSG00000036411	38.16595	0.0001169238	0.013810482	0.830072	0.9984822
ENSMUSG00000036412	0.9451404	0.0006008011	0.054561435	0.6485879	NA
